Hidden Layers,Activation,Epochs,Learning Rate,Batch Size,Accuracy
"[16, 8]",Linear,100,0.0001,256,78.53658536585365
"[16, 8]",Linear,100,0.0001,512,77.07317073170732
"[16, 8]",Linear,250,10.0,16,81.46341463414635
"[16, 8]",Linear,250,10.0,32,79.02439024390245
"[16, 8]",Linear,250,10.0,64,68.78048780487805
"[16, 8]",Linear,250,10.0,128,78.53658536585365
"[16, 8]",Linear,250,10.0,256,78.53658536585365
"[16, 8]",Linear,250,10.0,512,80.48780487804878
"[16, 8]",Linear,250,1.0,16,79.51219512195122
"[16, 8]",Linear,250,1.0,32,82.92682926829268
"[16, 8]",Linear,250,1.0,64,80.48780487804878
"[16, 8]",Linear,250,1.0,128,80.48780487804878
"[16, 8]",Linear,250,1.0,256,80.97560975609755
"[16, 8]",Linear,250,1.0,512,81.46341463414635
"[16, 8]",Linear,250,0.1,16,82.92682926829268
"[16, 8]",Linear,250,0.1,32,78.53658536585365
"[16, 8]",Linear,250,0.1,64,81.46341463414635
"[16, 8]",Linear,250,0.1,128,81.95121951219512
"[16, 8]",Linear,250,0.1,256,82.92682926829268
"[16, 8]",Linear,250,0.1,512,79.51219512195122
"[16, 8]",Linear,250,0.01,16,85.36585365853658
"[16, 8]",Linear,250,0.01,32,82.92682926829268
"[16, 8]",Linear,250,0.01,64,80.97560975609755
"[16, 8]",Linear,250,0.01,128,82.92682926829268
"[16, 8]",Linear,250,0.01,256,82.92682926829268
"[16, 8]",Linear,250,0.01,512,80.97560975609755
"[16, 8]",Linear,250,0.001,16,81.46341463414635
"[16, 8]",Linear,250,0.001,32,80.97560975609755
"[16, 8]",Linear,250,0.001,64,80.97560975609755
"[16, 8]",Linear,250,0.001,128,81.46341463414635
"[16, 8]",Linear,250,0.001,256,80.48780487804878
"[16, 8]",Linear,250,0.001,512,80.97560975609755
"[16, 8]",Linear,250,0.0001,16,80.97560975609755
"[16, 8]",Linear,250,0.0001,32,80.97560975609755
"[16, 8]",Linear,250,0.0001,64,81.95121951219512
"[16, 8]",Linear,250,0.0001,128,81.46341463414635
"[16, 8]",Linear,250,0.0001,256,81.46341463414635
"[16, 8]",Linear,250,0.0001,512,76.58536585365853
"[16, 8]",ReLU,1,10.0,16,48.78048780487805
"[16, 8]",ReLU,1,10.0,32,51.21951219512195
"[16, 8]",ReLU,1,10.0,64,60.0
"[16, 8]",ReLU,1,10.0,128,45.36585365853659
"[16, 8]",ReLU,1,10.0,256,51.21951219512195
"[16, 8]",ReLU,1,10.0,512,56.09756097560975
"[16, 8]",ReLU,1,1.0,16,51.21951219512195
"[16, 8]",ReLU,1,1.0,32,48.78048780487805
"[16, 8]",ReLU,1,1.0,64,51.21951219512195
"[16, 8]",ReLU,1,1.0,128,79.02439024390245
"[16, 8]",ReLU,1,1.0,256,51.21951219512195
"[16, 8]",ReLU,1,1.0,512,50.73170731707317
"[16, 8]",ReLU,1,0.1,16,84.39024390243902
"[16, 8]",ReLU,1,0.1,32,81.95121951219512
"[16, 8]",ReLU,1,0.1,64,86.34146341463415
"[16, 8]",ReLU,1,0.1,128,84.39024390243902
"[16, 8]",ReLU,1,0.1,256,81.46341463414635
"[16, 8]",ReLU,1,0.1,512,79.02439024390245
"[16, 8]",ReLU,1,0.01,16,84.39024390243902
"[16, 8]",ReLU,1,0.01,32,80.97560975609755
"[16, 8]",ReLU,1,0.01,64,82.4390243902439
"[16, 8]",ReLU,1,0.01,128,78.04878048780488
"[16, 8]",ReLU,1,0.01,256,58.53658536585366
"[16, 8]",ReLU,1,0.01,512,48.78048780487805
"[16, 8]",ReLU,1,0.001,16,52.19512195121951
"[16, 8]",ReLU,1,0.001,32,48.78048780487805
"[16, 8]",ReLU,1,0.001,64,52.68292682926829
"[16, 8]",ReLU,1,0.001,128,51.21951219512195
"[16, 8]",ReLU,1,0.001,256,48.78048780487805
"[16, 8]",ReLU,1,0.001,512,67.8048780487805
"[16, 8]",ReLU,1,0.0001,16,48.78048780487805
"[16, 8]",ReLU,1,0.0001,32,48.78048780487805
"[16, 8]",ReLU,1,0.0001,64,58.048780487804876
"[16, 8]",ReLU,1,0.0001,128,51.21951219512195
"[16, 8]",ReLU,1,0.0001,256,48.292682926829265
"[16, 8]",ReLU,1,0.0001,512,51.707317073170735
"[16, 8]",ReLU,10,10.0,16,52.19512195121951
"[16, 8]",ReLU,10,10.0,32,48.78048780487805
"[16, 8]",ReLU,10,10.0,64,53.170731707317074
"[16, 8]",ReLU,10,10.0,128,53.170731707317074
"[16, 8]",ReLU,10,10.0,256,52.19512195121951
"[16, 8]",ReLU,10,10.0,512,48.78048780487805
"[16, 8]",ReLU,10,1.0,16,51.707317073170735
"[16, 8]",ReLU,10,1.0,32,51.21951219512195
"[16, 8]",ReLU,10,1.0,64,48.78048780487805
"[16, 8]",ReLU,10,1.0,128,51.707317073170735
"[16, 8]",ReLU,10,1.0,256,52.68292682926829
"[16, 8]",ReLU,10,1.0,512,54.146341463414636
"[16, 8]",ReLU,10,0.1,16,72.6829268292683
"[16, 8]",ReLU,10,0.1,32,88.78048780487805
"[16, 8]",ReLU,10,0.1,64,93.17073170731707
"[16, 8]",ReLU,10,0.1,128,93.65853658536585
"[16, 8]",ReLU,10,0.1,256,92.6829268292683
"[16, 8]",ReLU,10,0.1,512,89.26829268292683
"[16, 8]",ReLU,10,0.01,16,94.14634146341463
"[16, 8]",ReLU,10,0.01,32,94.14634146341463
"[16, 8]",ReLU,10,0.01,64,92.1951219512195
"[16, 8]",ReLU,10,0.01,128,87.8048780487805
"[16, 8]",ReLU,10,0.01,256,84.8780487804878
"[16, 8]",ReLU,10,0.01,512,80.0
"[16, 8]",ReLU,10,0.001,16,82.4390243902439
"[16, 8]",ReLU,10,0.001,32,86.34146341463415
"[16, 8]",ReLU,10,0.001,64,83.41463414634147
"[16, 8]",ReLU,10,0.001,128,78.04878048780488
"[16, 8]",ReLU,10,0.001,256,80.48780487804878
"[16, 8]",ReLU,10,0.001,512,48.78048780487805
"[16, 8]",ReLU,10,0.0001,16,69.26829268292683
"[16, 8]",ReLU,10,0.0001,32,54.146341463414636
"[16, 8]",ReLU,10,0.0001,64,68.78048780487805
"[16, 8]",ReLU,10,0.0001,128,51.21951219512195
"[16, 8]",ReLU,10,0.0001,256,31.70731707317073
"[16, 8]",ReLU,10,0.0001,512,59.02439024390244
"[16, 8]",ReLU,25,10.0,16,51.21951219512195
"[16, 8]",ReLU,25,10.0,32,51.707317073170735
"[16, 8]",ReLU,25,10.0,64,51.21951219512195
"[16, 8]",ReLU,25,10.0,128,52.68292682926829
"[16, 8]",ReLU,25,10.0,256,51.21951219512195
"[16, 8]",ReLU,25,10.0,512,51.21951219512195
"[16, 8]",ReLU,25,1.0,16,51.21951219512195
"[16, 8]",ReLU,25,1.0,32,51.21951219512195
"[16, 8]",ReLU,25,1.0,64,51.21951219512195
"[16, 8]",ReLU,25,1.0,128,70.73170731707317
"[16, 8]",ReLU,25,1.0,256,48.78048780487805
"[16, 8]",ReLU,25,1.0,512,51.21951219512195
"[16, 8]",ReLU,25,0.1,16,81.46341463414635
"[16, 8]",ReLU,25,0.1,32,89.7560975609756
"[16, 8]",ReLU,25,0.1,64,90.73170731707317
"[16, 8]",ReLU,25,0.1,128,86.34146341463415
"[16, 8]",ReLU,25,0.1,256,93.17073170731707
"[16, 8]",ReLU,25,0.1,512,97.07317073170732
"[16, 8]",ReLU,25,0.01,16,99.02439024390245
"[16, 8]",ReLU,25,0.01,32,99.51219512195122
"[16, 8]",ReLU,25,0.01,64,98.53658536585365
"[16, 8]",ReLU,25,0.01,128,96.58536585365853
"[16, 8]",ReLU,25,0.01,256,92.1951219512195
"[16, 8]",ReLU,25,0.01,512,87.3170731707317
"[16, 8]",ReLU,25,0.001,16,91.70731707317073
"[16, 8]",ReLU,25,0.001,32,87.3170731707317
"[16, 8]",ReLU,25,0.001,64,86.34146341463415
"[16, 8]",ReLU,25,0.001,128,80.0
"[16, 8]",ReLU,25,0.001,256,80.97560975609755
"[16, 8]",ReLU,25,0.001,512,76.09756097560975
"[16, 8]",ReLU,25,0.0001,16,81.46341463414635
"[16, 8]",ReLU,25,0.0001,32,76.09756097560975
"[16, 8]",ReLU,25,0.0001,64,62.926829268292686
"[16, 8]",ReLU,25,0.0001,128,66.82926829268293
"[16, 8]",ReLU,25,0.0001,256,44.390243902439025
"[16, 8]",ReLU,25,0.0001,512,64.39024390243902
"[16, 8]",ReLU,50,10.0,16,51.21951219512195
"[16, 8]",ReLU,50,10.0,32,51.21951219512195
"[16, 8]",ReLU,50,10.0,64,48.78048780487805
"[16, 8]",ReLU,50,10.0,128,51.21951219512195
"[16, 8]",ReLU,50,10.0,256,51.21951219512195
"[16, 8]",ReLU,50,10.0,512,68.29268292682927
"[16, 8]",ReLU,50,1.0,16,48.78048780487805
"[16, 8]",ReLU,50,1.0,32,51.21951219512195
"[16, 8]",ReLU,50,1.0,64,48.78048780487805
"[16, 8]",ReLU,50,1.0,128,51.21951219512195
"[16, 8]",ReLU,50,1.0,256,80.0
"[16, 8]",ReLU,50,1.0,512,52.19512195121951
"[16, 8]",ReLU,50,0.1,16,79.02439024390245
"[16, 8]",ReLU,50,0.1,32,80.0
"[16, 8]",ReLU,50,0.1,64,86.34146341463415
"[16, 8]",ReLU,50,0.1,128,94.14634146341463
"[16, 8]",ReLU,50,0.1,256,98.53658536585365
"[16, 8]",ReLU,50,0.1,512,99.02439024390245
"[16, 8]",ReLU,50,0.01,16,98.53658536585365
"[16, 8]",ReLU,50,0.01,32,92.6829268292683
"[16, 8]",ReLU,50,0.01,64,99.51219512195122
"[16, 8]",ReLU,50,0.01,128,100.0
"[16, 8]",ReLU,50,0.01,256,97.07317073170732
"[16, 8]",ReLU,50,0.01,512,95.60975609756098
"[16, 8]",ReLU,50,0.001,16,96.58536585365853
"[16, 8]",ReLU,50,0.001,32,89.7560975609756
"[16, 8]",ReLU,50,0.001,64,90.2439024390244
"[16, 8]",ReLU,50,0.001,128,86.82926829268293
"[16, 8]",ReLU,50,0.001,256,82.92682926829268
"[16, 8]",ReLU,50,0.001,512,80.48780487804878
"[16, 8]",ReLU,50,0.0001,16,84.8780487804878
"[16, 8]",ReLU,50,0.0001,32,80.97560975609755
"[16, 8]",ReLU,50,0.0001,64,78.04878048780488
"[16, 8]",ReLU,50,0.0001,128,73.17073170731707
"[16, 8]",ReLU,50,0.0001,256,75.1219512195122
"[16, 8]",ReLU,50,0.0001,512,75.60975609756098
"[16, 8]",ReLU,100,10.0,16,49.75609756097561
"[16, 8]",ReLU,100,10.0,32,48.78048780487805
"[16, 8]",ReLU,100,10.0,64,48.78048780487805
"[16, 8]",ReLU,100,10.0,128,53.65853658536585
"[16, 8]",ReLU,100,10.0,256,51.21951219512195
"[16, 8]",ReLU,100,10.0,512,51.21951219512195
"[16, 8]",ReLU,100,1.0,16,48.78048780487805
"[16, 8]",ReLU,100,1.0,32,49.26829268292683
"[16, 8]",ReLU,100,1.0,64,51.21951219512195
"[16, 8]",ReLU,100,1.0,128,51.21951219512195
"[16, 8]",ReLU,100,1.0,256,51.21951219512195
"[16, 8]",ReLU,100,1.0,512,48.78048780487805
"[16, 8]",ReLU,100,0.1,16,73.17073170731707
"[16, 8]",ReLU,100,0.1,32,75.60975609756098
"[16, 8]",ReLU,100,0.1,64,88.29268292682927
"[16, 8]",ReLU,100,0.1,128,99.51219512195122
"[16, 8]",ReLU,100,0.1,256,100.0
"[16, 8]",ReLU,100,0.1,512,99.02439024390245
"[16, 8]",ReLU,100,0.01,16,100.0
"[16, 8]",ReLU,100,0.01,32,100.0
"[16, 8]",ReLU,100,0.01,64,99.51219512195122
"[16, 8]",ReLU,100,0.01,128,100.0
"[16, 8]",ReLU,100,0.01,256,100.0
"[16, 8]",ReLU,100,0.01,512,99.51219512195122
"[16, 8]",ReLU,100,0.001,16,100.0
"[16, 8]",ReLU,100,0.001,32,98.53658536585365
"[16, 8]",ReLU,100,0.001,64,95.1219512195122
"[16, 8]",ReLU,100,0.001,128,90.2439024390244
"[16, 8]",ReLU,100,0.001,256,88.78048780487805
"[16, 8]",ReLU,100,0.001,512,83.41463414634147
"[16, 8]",ReLU,100,0.0001,16,83.41463414634147
"[16, 8]",ReLU,100,0.0001,32,80.97560975609755
"[16, 8]",ReLU,100,0.0001,64,82.92682926829268
"[16, 8]",ReLU,100,0.0001,128,77.07317073170732
"[16, 8]",ReLU,100,0.0001,256,81.95121951219512
"[16, 8]",ReLU,100,0.0001,512,48.78048780487805
"[16, 8]",ReLU,250,10.0,16,48.78048780487805
"[16, 8]",ReLU,250,10.0,32,48.78048780487805
"[16, 8]",ReLU,250,10.0,64,51.21951219512195
"[16, 8]",ReLU,250,10.0,128,51.707317073170735
"[16, 8]",ReLU,250,10.0,256,48.78048780487805
"[16, 8]",ReLU,250,10.0,512,75.60975609756098
"[16, 8]",ReLU,250,1.0,16,54.146341463414636
"[16, 8]",ReLU,250,1.0,32,48.78048780487805
"[16, 8]",ReLU,250,1.0,64,49.26829268292683
"[16, 8]",ReLU,250,1.0,128,51.707317073170735
"[16, 8]",ReLU,250,1.0,256,48.78048780487805
"[16, 8]",ReLU,250,1.0,512,48.78048780487805
"[16, 8]",ReLU,250,0.1,16,56.09756097560975
"[16, 8]",ReLU,250,0.1,32,65.85365853658537
"[16, 8]",ReLU,250,0.1,64,60.48780487804878
"[16, 8]",ReLU,250,0.1,128,95.1219512195122
"[16, 8]",ReLU,250,0.1,256,99.02439024390245
"[16, 8]",ReLU,250,0.1,512,99.02439024390245
"[16, 8]",ReLU,250,0.01,16,98.53658536585365
"[16, 8]",ReLU,250,0.01,32,99.02439024390245
"[16, 8]",ReLU,250,0.01,64,100.0
"[16, 8]",ReLU,250,0.01,128,100.0
"[16, 8]",ReLU,250,0.01,256,99.51219512195122
"[16, 8]",ReLU,250,0.01,512,99.51219512195122
"[16, 8]",ReLU,250,0.001,16,100.0
"[16, 8]",ReLU,250,0.001,32,100.0
"[16, 8]",ReLU,250,0.001,64,100.0
"[16, 8]",ReLU,250,0.001,128,99.51219512195122
"[16, 8]",ReLU,250,0.001,256,93.65853658536585
"[16, 8]",ReLU,250,0.001,512,89.26829268292683
"[16, 8]",ReLU,250,0.0001,16,91.70731707317073
"[16, 8]",ReLU,250,0.0001,32,86.82926829268293
"[16, 8]",ReLU,250,0.0001,64,87.3170731707317
"[16, 8]",ReLU,250,0.0001,128,84.8780487804878
"[16, 8]",ReLU,250,0.0001,256,81.46341463414635
"[16, 8]",ReLU,250,0.0001,512,75.60975609756098
"[16, 8]",Sigmoid,1,10.0,16,48.78048780487805
"[16, 8]",Sigmoid,1,10.0,32,48.78048780487805
"[16, 8]",Sigmoid,1,10.0,64,51.21951219512195
"[16, 8]",Sigmoid,1,10.0,128,51.21951219512195
"[16, 8]",Sigmoid,1,10.0,256,48.78048780487805
"[16, 8]",Sigmoid,1,10.0,512,51.21951219512195
"[16, 8]",Sigmoid,1,1.0,16,51.21951219512195
"[16, 8]",Sigmoid,1,1.0,32,51.21951219512195
"[16, 8]",Sigmoid,1,1.0,64,51.21951219512195
"[16, 8]",Sigmoid,1,1.0,128,78.04878048780488
"[16, 8]",Sigmoid,1,1.0,256,51.21951219512195
"[16, 8]",Sigmoid,1,1.0,512,51.21951219512195
"[16, 8]",Sigmoid,1,0.1,16,82.4390243902439
"[16, 8]",Sigmoid,1,0.1,32,85.36585365853658
"[16, 8]",Sigmoid,1,0.1,64,85.85365853658537
"[16, 8]",Sigmoid,1,0.1,128,80.97560975609755
"[16, 8]",Sigmoid,1,0.1,256,51.21951219512195
"[16, 8]",Sigmoid,1,0.1,512,57.5609756097561
"[16, 8]",Sigmoid,1,0.01,16,79.51219512195122
"[16, 8]",Sigmoid,1,0.01,32,81.95121951219512
"[16, 8]",Sigmoid,1,0.01,64,52.19512195121951
"[16, 8]",Sigmoid,1,0.01,128,72.6829268292683
"[16, 8]",Sigmoid,1,0.01,256,71.21951219512195
"[16, 8]",Sigmoid,1,0.01,512,74.63414634146342
"[16, 8]",Sigmoid,1,0.001,16,49.26829268292683
"[16, 8]",Sigmoid,1,0.001,32,48.78048780487805
"[16, 8]",Sigmoid,1,0.001,64,51.21951219512195
"[16, 8]",Sigmoid,1,0.001,128,48.78048780487805
"[16, 8]",Sigmoid,1,0.001,256,51.21951219512195
"[16, 8]",Sigmoid,1,0.001,512,48.78048780487805
"[16, 8]",Sigmoid,1,0.0001,16,48.78048780487805
"[16, 8]",Sigmoid,1,0.0001,32,51.21951219512195
"[16, 8]",Sigmoid,1,0.0001,64,48.78048780487805
"[16, 8]",Sigmoid,1,0.0001,128,50.24390243902439
"[16, 8]",Sigmoid,1,0.0001,256,51.21951219512195
"[16, 8]",Sigmoid,1,0.0001,512,51.21951219512195
"[16, 8]",Sigmoid,10,10.0,16,48.78048780487805
"[16, 8]",Sigmoid,10,10.0,32,78.53658536585365
"[16, 8]",Sigmoid,10,10.0,64,51.21951219512195
"[16, 8]",Sigmoid,10,10.0,128,48.78048780487805
"[16, 8]",Sigmoid,10,10.0,256,51.21951219512195
"[16, 8]",Sigmoid,10,10.0,512,51.21951219512195
"[16, 8]",Sigmoid,10,1.0,16,80.48780487804878
"[16, 8]",Sigmoid,10,1.0,32,48.78048780487805
"[16, 8]",Sigmoid,10,1.0,64,48.78048780487805
"[16, 8]",Sigmoid,10,1.0,128,48.78048780487805
"[16, 8]",Sigmoid,10,1.0,256,51.21951219512195
"[16, 8]",Sigmoid,10,1.0,512,87.8048780487805
"[16, 8]",Sigmoid,10,0.1,16,87.8048780487805
"[16, 8]",Sigmoid,10,0.1,32,93.65853658536585
"[16, 8]",Sigmoid,10,0.1,64,94.14634146341463
"[16, 8]",Sigmoid,10,0.1,128,89.26829268292683
"[16, 8]",Sigmoid,10,0.1,256,86.82926829268293
"[16, 8]",Sigmoid,10,0.1,512,86.34146341463415
"[16, 8]",Sigmoid,10,0.01,16,88.78048780487805
"[16, 8]",Sigmoid,10,0.01,32,85.85365853658537
"[16, 8]",Sigmoid,10,0.01,64,84.8780487804878
"[16, 8]",Sigmoid,10,0.01,128,83.41463414634147
"[16, 8]",Sigmoid,10,0.01,256,80.97560975609755
"[16, 8]",Sigmoid,10,0.01,512,80.97560975609755
"[16, 8]",Sigmoid,10,0.001,16,81.46341463414635
"[16, 8]",Sigmoid,10,0.001,32,78.04878048780488
"[16, 8]",Sigmoid,10,0.001,64,77.5609756097561
"[16, 8]",Sigmoid,10,0.001,128,71.70731707317073
"[16, 8]",Sigmoid,10,0.001,256,51.21951219512195
"[16, 8]",Sigmoid,10,0.001,512,48.78048780487805
"[16, 8]",Sigmoid,10,0.0001,16,51.21951219512195
"[16, 8]",Sigmoid,10,0.0001,32,48.78048780487805
"[16, 8]",Sigmoid,10,0.0001,64,50.73170731707317
"[16, 8]",Sigmoid,10,0.0001,128,51.21951219512195
"[16, 8]",Sigmoid,10,0.0001,256,48.78048780487805
"[16, 8]",Sigmoid,10,0.0001,512,51.21951219512195
"[16, 8]",Sigmoid,25,10.0,16,51.21951219512195
"[16, 8]",Sigmoid,25,10.0,32,51.21951219512195
"[16, 8]",Sigmoid,25,10.0,64,48.78048780487805
"[16, 8]",Sigmoid,25,10.0,128,51.21951219512195
"[16, 8]",Sigmoid,25,10.0,256,51.21951219512195
"[16, 8]",Sigmoid,25,10.0,512,51.21951219512195
"[16, 8]",Sigmoid,25,1.0,16,48.78048780487805
"[16, 8]",Sigmoid,25,1.0,32,48.78048780487805
"[16, 8]",Sigmoid,25,1.0,64,79.51219512195122
"[16, 8]",Sigmoid,25,1.0,128,88.78048780487805
"[16, 8]",Sigmoid,25,1.0,256,48.78048780487805
"[16, 8]",Sigmoid,25,1.0,512,86.34146341463415
"[16, 8]",Sigmoid,25,0.1,16,93.65853658536585
"[16, 8]",Sigmoid,25,0.1,32,94.63414634146342
"[16, 8]",Sigmoid,25,0.1,64,97.5609756097561
"[16, 8]",Sigmoid,25,0.1,128,98.53658536585365
"[16, 8]",Sigmoid,25,0.1,256,89.26829268292683
"[16, 8]",Sigmoid,25,0.1,512,91.70731707317073
"[16, 8]",Sigmoid,25,0.01,16,91.21951219512195
"[16, 8]",Sigmoid,25,0.01,32,92.1951219512195
"[16, 8]",Sigmoid,25,0.01,64,88.29268292682927
"[16, 8]",Sigmoid,25,0.01,128,87.8048780487805
"[16, 8]",Sigmoid,25,0.01,256,84.8780487804878
"[16, 8]",Sigmoid,25,0.01,512,82.4390243902439
"[16, 8]",Sigmoid,25,0.001,16,85.36585365853658
"[16, 8]",Sigmoid,25,0.001,32,82.4390243902439
"[16, 8]",Sigmoid,25,0.001,64,80.97560975609755
"[16, 8]",Sigmoid,25,0.001,128,78.53658536585365
"[16, 8]",Sigmoid,25,0.001,256,70.2439024390244
"[16, 8]",Sigmoid,25,0.001,512,55.1219512195122
"[16, 8]",Sigmoid,25,0.0001,16,75.60975609756098
"[16, 8]",Sigmoid,25,0.0001,32,56.58536585365854
"[16, 8]",Sigmoid,25,0.0001,64,52.19512195121951
"[16, 8]",Sigmoid,25,0.0001,128,51.21951219512195
"[16, 8]",Sigmoid,25,0.0001,256,48.78048780487805
"[16, 8]",Sigmoid,25,0.0001,512,48.78048780487805
"[16, 8]",Sigmoid,50,10.0,16,48.78048780487805
"[16, 8]",Sigmoid,50,10.0,32,48.78048780487805
"[16, 8]",Sigmoid,50,10.0,64,48.78048780487805
"[16, 8]",Sigmoid,50,10.0,128,51.21951219512195
"[16, 8]",Sigmoid,50,10.0,256,48.78048780487805
"[16, 8]",Sigmoid,50,10.0,512,80.97560975609755
"[16, 8]",Sigmoid,50,1.0,16,51.21951219512195
"[16, 8]",Sigmoid,50,1.0,32,87.3170731707317
"[16, 8]",Sigmoid,50,1.0,64,85.36585365853658
"[16, 8]",Sigmoid,50,1.0,128,51.21951219512195
"[16, 8]",Sigmoid,50,1.0,256,48.78048780487805
"[16, 8]",Sigmoid,50,1.0,512,51.21951219512195
"[16, 8]",Sigmoid,50,0.1,16,100.0
"[16, 8]",Sigmoid,50,0.1,32,98.53658536585365
"[16, 8]",Sigmoid,50,0.1,64,100.0
"[16, 8]",Sigmoid,50,0.1,128,100.0
"[16, 8]",Sigmoid,50,0.1,256,96.58536585365853
"[16, 8]",Sigmoid,50,0.1,512,98.04878048780488
"[16, 8]",Sigmoid,50,0.01,16,99.02439024390245
"[16, 8]",Sigmoid,50,0.01,32,99.51219512195122
"[16, 8]",Sigmoid,50,0.01,64,96.09756097560975
"[16, 8]",Sigmoid,50,0.01,128,91.21951219512195
"[16, 8]",Sigmoid,50,0.01,256,85.85365853658537
"[16, 8]",Sigmoid,50,0.01,512,84.8780487804878
"[16, 8]",Sigmoid,50,0.001,16,84.8780487804878
"[16, 8]",Sigmoid,50,0.001,32,85.36585365853658
"[16, 8]",Sigmoid,50,0.001,64,85.36585365853658
"[16, 8]",Sigmoid,50,0.001,128,83.90243902439025
"[16, 8]",Sigmoid,50,0.001,256,80.97560975609755
"[16, 8]",Sigmoid,50,0.001,512,68.78048780487805
"[16, 8]",Sigmoid,50,0.0001,16,80.48780487804878
"[16, 8]",Sigmoid,50,0.0001,32,80.48780487804878
"[16, 8]",Sigmoid,50,0.0001,64,79.02439024390245
"[16, 8]",Sigmoid,50,0.0001,128,56.09756097560975
"[16, 8]",Sigmoid,50,0.0001,256,48.78048780487805
"[16, 8]",Sigmoid,50,0.0001,512,51.21951219512195
"[16, 8]",Sigmoid,100,10.0,16,51.21951219512195
"[16, 8]",Sigmoid,100,10.0,32,48.78048780487805
"[16, 8]",Sigmoid,100,10.0,64,51.21951219512195
"[16, 8]",Sigmoid,100,10.0,128,51.21951219512195
"[16, 8]",Sigmoid,100,10.0,256,48.78048780487805
"[16, 8]",Sigmoid,100,10.0,512,51.21951219512195
"[16, 8]",Sigmoid,100,1.0,16,84.39024390243902
"[16, 8]",Sigmoid,100,1.0,32,51.21951219512195
"[16, 8]",Sigmoid,100,1.0,64,51.21951219512195
"[16, 8]",Sigmoid,100,1.0,128,86.82926829268293
"[16, 8]",Sigmoid,100,1.0,256,90.2439024390244
"[16, 8]",Sigmoid,100,1.0,512,92.1951219512195
"[16, 8]",Sigmoid,100,0.1,16,99.51219512195122
"[16, 8]",Sigmoid,100,0.1,32,100.0
"[16, 8]",Sigmoid,100,0.1,64,100.0
"[16, 8]",Sigmoid,100,0.1,128,100.0
"[16, 8]",Sigmoid,100,0.1,256,100.0
"[16, 8]",Sigmoid,100,0.1,512,97.07317073170732
"[16, 8]",Sigmoid,100,0.01,16,100.0
"[16, 8]",Sigmoid,100,0.01,32,100.0
"[16, 8]",Sigmoid,100,0.01,64,100.0
"[16, 8]",Sigmoid,100,0.01,128,97.07317073170732
"[16, 8]",Sigmoid,100,0.01,256,92.6829268292683
"[16, 8]",Sigmoid,100,0.01,512,89.26829268292683
"[16, 8]",Sigmoid,100,0.001,16,87.8048780487805
"[16, 8]",Sigmoid,100,0.001,32,85.85365853658537
"[16, 8]",Sigmoid,100,0.001,64,85.36585365853658
"[16, 8]",Sigmoid,100,0.001,128,85.36585365853658
"[16, 8]",Sigmoid,100,0.001,256,84.39024390243902
"[16, 8]",Sigmoid,100,0.001,512,82.4390243902439
"[16, 8]",Sigmoid,100,0.0001,16,82.92682926829268
"[16, 8]",Sigmoid,100,0.0001,32,82.4390243902439
"[16, 8]",Sigmoid,100,0.0001,64,83.90243902439025
"[16, 8]",Sigmoid,100,0.0001,128,69.7560975609756
"[16, 8]",Sigmoid,100,0.0001,256,75.1219512195122
"[16, 8]",Sigmoid,100,0.0001,512,51.21951219512195
"[16, 8]",Sigmoid,250,10.0,16,51.21951219512195
"[16, 8]",Sigmoid,250,10.0,32,48.78048780487805
"[16, 8]",Sigmoid,250,10.0,64,48.78048780487805
"[16, 8]",Sigmoid,250,10.0,128,51.21951219512195
"[16, 8]",Sigmoid,250,10.0,256,51.21951219512195
"[16, 8]",Sigmoid,250,10.0,512,48.78048780487805
"[16, 8]",Sigmoid,250,1.0,16,80.48780487804878
"[16, 8]",Sigmoid,250,1.0,32,51.21951219512195
"[16, 8]",Sigmoid,250,1.0,64,83.41463414634147
"[16, 8]",Sigmoid,250,1.0,128,48.78048780487805
"[16, 8]",Sigmoid,250,1.0,256,92.1951219512195
"[16, 8]",Sigmoid,250,1.0,512,51.21951219512195
"[16, 8]",Sigmoid,250,0.1,16,96.09756097560975
"[16, 8]",Sigmoid,250,0.1,32,100.0
"[16, 8]",Sigmoid,250,0.1,64,100.0
"[16, 8]",Sigmoid,250,0.1,128,100.0
"[16, 8]",Sigmoid,250,0.1,256,100.0
"[16, 8]",Sigmoid,250,0.1,512,99.51219512195122
"[16, 8]",Sigmoid,250,0.01,16,100.0
"[16, 8]",Sigmoid,250,0.01,32,100.0
"[16, 8]",Sigmoid,250,0.01,64,100.0
"[16, 8]",Sigmoid,250,0.01,128,100.0
"[16, 8]",Sigmoid,250,0.01,256,100.0
"[16, 8]",Sigmoid,250,0.01,512,100.0
"[16, 8]",Sigmoid,250,0.001,16,94.63414634146342
"[16, 8]",Sigmoid,250,0.001,32,92.6829268292683
"[16, 8]",Sigmoid,250,0.001,64,88.29268292682927
"[16, 8]",Sigmoid,250,0.001,128,86.82926829268293
"[16, 8]",Sigmoid,250,0.001,256,84.8780487804878
"[16, 8]",Sigmoid,250,0.001,512,83.90243902439025
"[16, 8]",Sigmoid,250,0.0001,16,85.36585365853658
"[16, 8]",Sigmoid,250,0.0001,32,82.92682926829268
"[16, 8]",Sigmoid,250,0.0001,64,81.46341463414635
"[16, 8]",Sigmoid,250,0.0001,128,81.46341463414635
"[16, 8]",Sigmoid,250,0.0001,256,73.65853658536585
"[16, 8]",Sigmoid,250,0.0001,512,74.14634146341463
