Hidden Layers,Activation,Epochs,Learning Rate,Batch Size,Accuracy
"[16, 8]",Tanh,1,10.0,16,77.5609756097561
"[16, 8]",Tanh,1,10.0,32,80.48780487804878
"[16, 8]",Tanh,1,10.0,64,70.2439024390244
"[16, 8]",Tanh,1,10.0,128,82.4390243902439
"[16, 8]",Tanh,1,10.0,256,20.48780487804878
"[16, 8]",Tanh,1,10.0,512,76.58536585365853
"[16, 8]",Tanh,1,1.0,16,68.29268292682927
"[16, 8]",Tanh,1,1.0,32,34.146341463414636
"[16, 8]",Tanh,1,1.0,64,73.65853658536585
"[16, 8]",Tanh,1,1.0,128,50.73170731707317
"[16, 8]",Tanh,1,1.0,256,71.21951219512195
"[16, 8]",Tanh,1,1.0,512,15.121951219512194
"[16, 8]",Tanh,1,0.1,16,83.90243902439025
"[16, 8]",Tanh,1,0.1,32,81.46341463414635
"[16, 8]",Tanh,1,0.1,64,83.90243902439025
"[16, 8]",Tanh,1,0.1,128,86.34146341463415
"[16, 8]",Tanh,1,0.1,256,80.48780487804878
"[16, 8]",Tanh,1,0.1,512,80.48780487804878
"[16, 8]",Tanh,1,0.01,16,83.90243902439025
"[16, 8]",Tanh,1,0.01,32,84.39024390243902
"[16, 8]",Tanh,1,0.01,64,79.51219512195122
"[16, 8]",Tanh,1,0.01,128,77.5609756097561
"[16, 8]",Tanh,1,0.01,256,76.58536585365853
"[16, 8]",Tanh,1,0.01,512,53.65853658536585
"[16, 8]",Tanh,1,0.001,16,80.48780487804878
"[16, 8]",Tanh,1,0.001,32,72.6829268292683
"[16, 8]",Tanh,1,0.001,64,55.1219512195122
"[16, 8]",Tanh,1,0.001,128,54.146341463414636
"[16, 8]",Tanh,1,0.001,256,59.02439024390244
"[16, 8]",Tanh,1,0.001,512,73.65853658536585
"[16, 8]",Tanh,1,0.0001,16,51.21951219512195
"[16, 8]",Tanh,1,0.0001,32,57.5609756097561
"[16, 8]",Tanh,1,0.0001,64,65.36585365853658
"[16, 8]",Tanh,1,0.0001,128,70.73170731707317
"[16, 8]",Tanh,1,0.0001,256,39.02439024390244
"[16, 8]",Tanh,1,0.0001,512,50.24390243902439
"[16, 8]",Tanh,10,10.0,16,74.14634146341463
"[16, 8]",Tanh,10,10.0,32,52.19512195121951
"[16, 8]",Tanh,10,10.0,64,75.1219512195122
"[16, 8]",Tanh,10,10.0,128,74.63414634146342
"[16, 8]",Tanh,10,10.0,256,63.41463414634146
"[16, 8]",Tanh,10,10.0,512,70.2439024390244
"[16, 8]",Tanh,10,1.0,16,78.04878048780488
"[16, 8]",Tanh,10,1.0,32,76.09756097560975
"[16, 8]",Tanh,10,1.0,64,82.92682926829268
"[16, 8]",Tanh,10,1.0,128,84.39024390243902
"[16, 8]",Tanh,10,1.0,256,79.51219512195122
"[16, 8]",Tanh,10,1.0,512,80.48780487804878
"[16, 8]",Tanh,10,0.1,16,86.82926829268293
"[16, 8]",Tanh,10,0.1,32,93.65853658536585
"[16, 8]",Tanh,10,0.1,64,92.1951219512195
"[16, 8]",Tanh,10,0.1,128,93.17073170731707
"[16, 8]",Tanh,10,0.1,256,91.21951219512195
"[16, 8]",Tanh,10,0.1,512,89.26829268292683
"[16, 8]",Tanh,10,0.01,16,96.09756097560975
"[16, 8]",Tanh,10,0.01,32,89.7560975609756
"[16, 8]",Tanh,10,0.01,64,89.7560975609756
"[16, 8]",Tanh,10,0.01,128,87.8048780487805
"[16, 8]",Tanh,10,0.01,256,84.8780487804878
"[16, 8]",Tanh,10,0.01,512,83.90243902439025
"[16, 8]",Tanh,10,0.001,16,85.36585365853658
"[16, 8]",Tanh,10,0.001,32,83.90243902439025
"[16, 8]",Tanh,10,0.001,64,81.46341463414635
"[16, 8]",Tanh,10,0.001,128,83.90243902439025
"[16, 8]",Tanh,10,0.001,256,69.26829268292683
"[16, 8]",Tanh,10,0.001,512,82.92682926829268
"[16, 8]",Tanh,10,0.0001,16,81.46341463414635
"[16, 8]",Tanh,10,0.0001,32,59.02439024390244
"[16, 8]",Tanh,10,0.0001,64,51.21951219512195
"[16, 8]",Tanh,10,0.0001,128,62.926829268292686
"[16, 8]",Tanh,10,0.0001,256,48.78048780487805
"[16, 8]",Tanh,10,0.0001,512,54.146341463414636
"[16, 8]",Tanh,25,10.0,16,50.24390243902439
"[16, 8]",Tanh,25,10.0,32,79.51219512195122
"[16, 8]",Tanh,25,10.0,64,72.1951219512195
"[16, 8]",Tanh,25,10.0,128,78.04878048780488
"[16, 8]",Tanh,25,10.0,256,42.926829268292686
"[16, 8]",Tanh,25,10.0,512,50.24390243902439
"[16, 8]",Tanh,25,1.0,16,74.14634146341463
"[16, 8]",Tanh,25,1.0,32,82.92682926829268
"[16, 8]",Tanh,25,1.0,64,81.95121951219512
"[16, 8]",Tanh,25,1.0,128,84.8780487804878
"[16, 8]",Tanh,25,1.0,256,83.41463414634147
"[16, 8]",Tanh,25,1.0,512,81.95121951219512
"[16, 8]",Tanh,25,0.1,16,86.34146341463415
"[16, 8]",Tanh,25,0.1,32,96.09756097560975
"[16, 8]",Tanh,25,0.1,64,98.53658536585365
"[16, 8]",Tanh,25,0.1,128,98.53658536585365
"[16, 8]",Tanh,25,0.1,256,98.53658536585365
"[16, 8]",Tanh,25,0.1,512,91.70731707317073
"[16, 8]",Tanh,25,0.01,16,100.0
"[16, 8]",Tanh,25,0.01,32,99.02439024390245
"[16, 8]",Tanh,25,0.01,64,97.07317073170732
"[16, 8]",Tanh,25,0.01,128,94.14634146341463
"[16, 8]",Tanh,25,0.01,256,88.78048780487805
"[16, 8]",Tanh,25,0.01,512,86.34146341463415
"[16, 8]",Tanh,25,0.001,16,89.26829268292683
"[16, 8]",Tanh,25,0.001,32,85.85365853658537
"[16, 8]",Tanh,25,0.001,64,85.36585365853658
"[16, 8]",Tanh,25,0.001,128,80.97560975609755
"[16, 8]",Tanh,25,0.001,256,80.97560975609755
"[16, 8]",Tanh,25,0.001,512,80.48780487804878
"[16, 8]",Tanh,25,0.0001,16,84.8780487804878
"[16, 8]",Tanh,25,0.0001,32,83.41463414634147
"[16, 8]",Tanh,25,0.0001,64,80.48780487804878
"[16, 8]",Tanh,25,0.0001,128,66.82926829268293
"[16, 8]",Tanh,25,0.0001,256,57.5609756097561
"[16, 8]",Tanh,25,0.0001,512,60.48780487804878
"[16, 8]",Tanh,50,10.0,16,80.97560975609755
"[16, 8]",Tanh,50,10.0,32,75.60975609756098
"[16, 8]",Tanh,50,10.0,64,75.60975609756098
"[16, 8]",Tanh,50,10.0,128,64.8780487804878
"[16, 8]",Tanh,50,10.0,256,73.65853658536585
"[16, 8]",Tanh,50,10.0,512,68.78048780487805
"[16, 8]",Tanh,50,1.0,16,52.68292682926829
"[16, 8]",Tanh,50,1.0,32,82.92682926829268
"[16, 8]",Tanh,50,1.0,64,68.78048780487805
"[16, 8]",Tanh,50,1.0,128,84.8780487804878
"[16, 8]",Tanh,50,1.0,256,84.39024390243902
"[16, 8]",Tanh,50,1.0,512,88.78048780487805
"[16, 8]",Tanh,50,0.1,16,91.70731707317073
"[16, 8]",Tanh,50,0.1,32,94.63414634146342
"[16, 8]",Tanh,50,0.1,64,99.02439024390245
"[16, 8]",Tanh,50,0.1,128,98.53658536585365
"[16, 8]",Tanh,50,0.1,256,100.0
"[16, 8]",Tanh,50,0.1,512,96.58536585365853
"[16, 8]",Tanh,50,0.01,16,100.0
"[16, 8]",Tanh,50,0.01,32,100.0
"[16, 8]",Tanh,50,0.01,64,100.0
"[16, 8]",Tanh,50,0.01,128,100.0
"[16, 8]",Tanh,50,0.01,256,98.04878048780488
"[16, 8]",Tanh,50,0.01,512,95.1219512195122
"[16, 8]",Tanh,50,0.001,16,95.60975609756098
"[16, 8]",Tanh,50,0.001,32,86.82926829268293
"[16, 8]",Tanh,50,0.001,64,87.3170731707317
"[16, 8]",Tanh,50,0.001,128,85.36585365853658
"[16, 8]",Tanh,50,0.001,256,84.8780487804878
"[16, 8]",Tanh,50,0.001,512,79.51219512195122
"[16, 8]",Tanh,50,0.0001,16,81.46341463414635
"[16, 8]",Tanh,50,0.0001,32,81.46341463414635
"[16, 8]",Tanh,50,0.0001,64,81.46341463414635
"[16, 8]",Tanh,50,0.0001,128,76.58536585365853
"[16, 8]",Tanh,50,0.0001,256,71.70731707317073
"[16, 8]",Tanh,50,0.0001,512,73.17073170731707
"[16, 8]",Tanh,100,10.0,16,54.63414634146341
"[16, 8]",Tanh,100,10.0,32,80.0
"[16, 8]",Tanh,100,10.0,64,79.51219512195122
"[16, 8]",Tanh,100,10.0,128,64.8780487804878
"[16, 8]",Tanh,100,10.0,256,64.8780487804878
"[16, 8]",Tanh,100,10.0,512,51.21951219512195
"[16, 8]",Tanh,100,1.0,16,56.58536585365854
"[16, 8]",Tanh,100,1.0,32,75.60975609756098
"[16, 8]",Tanh,100,1.0,64,83.90243902439025
"[16, 8]",Tanh,100,1.0,128,82.4390243902439
"[16, 8]",Tanh,100,1.0,256,58.048780487804876
"[16, 8]",Tanh,100,1.0,512,87.8048780487805
"[16, 8]",Tanh,100,0.1,16,90.2439024390244
"[16, 8]",Tanh,100,0.1,32,92.1951219512195
"[16, 8]",Tanh,100,0.1,64,99.02439024390245
"[16, 8]",Tanh,100,0.1,128,100.0
"[16, 8]",Tanh,100,0.1,256,100.0
"[16, 8]",Tanh,100,0.1,512,100.0
"[16, 8]",Tanh,100,0.01,16,100.0
"[16, 8]",Tanh,100,0.01,32,100.0
"[16, 8]",Tanh,100,0.01,64,100.0
"[16, 8]",Tanh,100,0.01,128,100.0
"[16, 8]",Tanh,100,0.01,256,100.0
"[16, 8]",Tanh,100,0.01,512,100.0
"[16, 8]",Tanh,100,0.001,16,100.0
"[16, 8]",Tanh,100,0.001,32,97.5609756097561
"[16, 8]",Tanh,100,0.001,64,94.14634146341463
"[16, 8]",Tanh,100,0.001,128,90.73170731707317
"[16, 8]",Tanh,100,0.001,256,84.39024390243902
"[16, 8]",Tanh,100,0.001,512,84.39024390243902
"[16, 8]",Tanh,100,0.0001,16,84.8780487804878
"[16, 8]",Tanh,100,0.0001,32,82.4390243902439
"[16, 8]",Tanh,100,0.0001,64,84.8780487804878
"[16, 8]",Tanh,100,0.0001,128,83.90243902439025
"[16, 8]",Tanh,100,0.0001,256,79.02439024390245
"[16, 8]",Tanh,100,0.0001,512,72.1951219512195
"[16, 8]",Tanh,250,10.0,16,25.365853658536587
"[16, 8]",Tanh,250,10.0,32,80.97560975609755
"[16, 8]",Tanh,250,10.0,64,77.07317073170732
"[16, 8]",Tanh,250,10.0,128,79.02439024390245
"[16, 8]",Tanh,250,10.0,256,79.02439024390245
"[16, 8]",Tanh,250,10.0,512,80.97560975609755
"[16, 8]",Tanh,250,1.0,16,67.3170731707317
"[16, 8]",Tanh,250,1.0,32,79.51219512195122
"[16, 8]",Tanh,250,1.0,64,81.46341463414635
"[16, 8]",Tanh,250,1.0,128,69.26829268292683
"[16, 8]",Tanh,250,1.0,256,82.4390243902439
"[16, 8]",Tanh,250,1.0,512,89.7560975609756
"[16, 8]",Tanh,250,0.1,16,90.73170731707317
"[16, 8]",Tanh,250,0.1,32,92.6829268292683
"[16, 8]",Tanh,250,0.1,64,96.58536585365853
"[16, 8]",Tanh,250,0.1,128,98.53658536585365
"[16, 8]",Tanh,250,0.1,256,100.0
"[16, 8]",Tanh,250,0.1,512,100.0
"[16, 8]",Tanh,250,0.01,16,100.0
"[16, 8]",Tanh,250,0.01,32,100.0
"[16, 8]",Tanh,250,0.01,64,100.0
"[16, 8]",Tanh,250,0.01,128,100.0
"[16, 8]",Tanh,250,0.01,256,100.0
"[16, 8]",Tanh,250,0.01,512,100.0
"[16, 8]",Tanh,250,0.001,16,100.0
"[16, 8]",Tanh,250,0.001,32,100.0
"[16, 8]",Tanh,250,0.001,64,100.0
"[16, 8]",Tanh,250,0.001,128,98.04878048780488
"[16, 8]",Tanh,250,0.001,256,91.21951219512195
"[16, 8]",Tanh,250,0.001,512,89.7560975609756
"[16, 8]",Tanh,250,0.0001,16,88.78048780487805
"[16, 8]",Tanh,250,0.0001,32,86.34146341463415
"[16, 8]",Tanh,250,0.0001,64,85.85365853658537
"[16, 8]",Tanh,250,0.0001,128,80.97560975609755
"[16, 8]",Tanh,250,0.0001,256,84.8780487804878
"[16, 8]",Tanh,250,0.0001,512,81.46341463414635
"[16, 8]",Softmax,1,10.0,16,51.21951219512195
"[16, 8]",Softmax,1,10.0,32,48.78048780487805
"[16, 8]",Softmax,1,10.0,64,51.21951219512195
"[16, 8]",Softmax,1,10.0,128,51.21951219512195
"[16, 8]",Softmax,1,10.0,256,48.78048780487805
"[16, 8]",Softmax,1,10.0,512,51.21951219512195
"[16, 8]",Softmax,1,1.0,16,81.46341463414635
"[16, 8]",Softmax,1,1.0,32,74.63414634146342
"[16, 8]",Softmax,1,1.0,64,82.4390243902439
"[16, 8]",Softmax,1,1.0,128,48.78048780487805
"[16, 8]",Softmax,1,1.0,256,51.21951219512195
"[16, 8]",Softmax,1,1.0,512,48.78048780487805
"[16, 8]",Softmax,1,0.1,16,84.8780487804878
"[16, 8]",Softmax,1,0.1,32,86.82926829268293
"[16, 8]",Softmax,1,0.1,64,85.36585365853658
"[16, 8]",Softmax,1,0.1,128,82.4390243902439
"[16, 8]",Softmax,1,0.1,256,51.21951219512195
"[16, 8]",Softmax,1,0.1,512,48.78048780487805
"[16, 8]",Softmax,1,0.01,16,78.53658536585365
"[16, 8]",Softmax,1,0.01,32,79.02439024390245
"[16, 8]",Softmax,1,0.01,64,53.170731707317074
"[16, 8]",Softmax,1,0.01,128,51.21951219512195
"[16, 8]",Softmax,1,0.01,256,48.78048780487805
"[16, 8]",Softmax,1,0.01,512,51.21951219512195
"[16, 8]",Softmax,1,0.001,16,48.78048780487805
"[16, 8]",Softmax,1,0.001,32,48.78048780487805
"[16, 8]",Softmax,1,0.001,64,51.21951219512195
"[16, 8]",Softmax,1,0.001,128,48.78048780487805
"[16, 8]",Softmax,1,0.001,256,51.21951219512195
"[16, 8]",Softmax,1,0.001,512,48.78048780487805
"[16, 8]",Softmax,1,0.0001,16,48.78048780487805
"[16, 8]",Softmax,1,0.0001,32,48.78048780487805
"[16, 8]",Softmax,1,0.0001,64,51.21951219512195
"[16, 8]",Softmax,1,0.0001,128,51.21951219512195
"[16, 8]",Softmax,1,0.0001,256,48.78048780487805
"[16, 8]",Softmax,1,0.0001,512,51.21951219512195
"[16, 8]",Softmax,10,10.0,16,63.41463414634146
"[16, 8]",Softmax,10,10.0,32,51.21951219512195
"[16, 8]",Softmax,10,10.0,64,48.78048780487805
"[16, 8]",Softmax,10,10.0,128,77.07317073170732
"[16, 8]",Softmax,10,10.0,256,48.78048780487805
"[16, 8]",Softmax,10,10.0,512,51.21951219512195
"[16, 8]",Softmax,10,1.0,16,77.07317073170732
"[16, 8]",Softmax,10,1.0,32,77.07317073170732
"[16, 8]",Softmax,10,1.0,64,80.97560975609755
"[16, 8]",Softmax,10,1.0,128,80.0
"[16, 8]",Softmax,10,1.0,256,80.48780487804878
"[16, 8]",Softmax,10,1.0,512,85.36585365853658
"[16, 8]",Softmax,10,0.1,16,87.3170731707317
"[16, 8]",Softmax,10,0.1,32,87.3170731707317
"[16, 8]",Softmax,10,0.1,64,93.65853658536585
"[16, 8]",Softmax,10,0.1,128,94.63414634146342
"[16, 8]",Softmax,10,0.1,256,94.14634146341463
"[16, 8]",Softmax,10,0.1,512,88.29268292682927
"[16, 8]",Softmax,10,0.01,16,96.58536585365853
"[16, 8]",Softmax,10,0.01,32,93.17073170731707
"[16, 8]",Softmax,10,0.01,64,91.70731707317073
"[16, 8]",Softmax,10,0.01,128,85.36585365853658
"[16, 8]",Softmax,10,0.01,256,79.51219512195122
"[16, 8]",Softmax,10,0.01,512,68.29268292682927
"[16, 8]",Softmax,10,0.001,16,80.97560975609755
"[16, 8]",Softmax,10,0.001,32,77.5609756097561
"[16, 8]",Softmax,10,0.001,64,83.41463414634147
"[16, 8]",Softmax,10,0.001,128,51.21951219512195
"[16, 8]",Softmax,10,0.001,256,51.21951219512195
"[16, 8]",Softmax,10,0.001,512,48.78048780487805
"[16, 8]",Softmax,10,0.0001,16,51.21951219512195
"[16, 8]",Softmax,10,0.0001,32,51.21951219512195
"[16, 8]",Softmax,10,0.0001,64,51.21951219512195
"[16, 8]",Softmax,10,0.0001,128,51.21951219512195
"[16, 8]",Softmax,10,0.0001,256,48.78048780487805
"[16, 8]",Softmax,10,0.0001,512,51.21951219512195
"[16, 8]",Softmax,25,10.0,16,69.7560975609756
"[16, 8]",Softmax,25,10.0,32,75.60975609756098
"[16, 8]",Softmax,25,10.0,64,51.21951219512195
"[16, 8]",Softmax,25,10.0,128,67.8048780487805
"[16, 8]",Softmax,25,10.0,256,75.1219512195122
"[16, 8]",Softmax,25,10.0,512,51.21951219512195
"[16, 8]",Softmax,25,1.0,16,73.17073170731707
"[16, 8]",Softmax,25,1.0,32,73.65853658536585
"[16, 8]",Softmax,25,1.0,64,48.78048780487805
"[16, 8]",Softmax,25,1.0,128,83.41463414634147
"[16, 8]",Softmax,25,1.0,256,82.4390243902439
"[16, 8]",Softmax,25,1.0,512,82.92682926829268
"[16, 8]",Softmax,25,0.1,16,90.73170731707317
"[16, 8]",Softmax,25,0.1,32,89.26829268292683
"[16, 8]",Softmax,25,0.1,64,92.6829268292683
"[16, 8]",Softmax,25,0.1,128,95.1219512195122
"[16, 8]",Softmax,25,0.1,256,97.07317073170732
"[16, 8]",Softmax,25,0.1,512,95.60975609756098
"[16, 8]",Softmax,25,0.01,16,96.58536585365853
"[16, 8]",Softmax,25,0.01,32,98.04878048780488
"[16, 8]",Softmax,25,0.01,64,97.07317073170732
"[16, 8]",Softmax,25,0.01,128,95.1219512195122
"[16, 8]",Softmax,25,0.01,256,86.34146341463415
"[16, 8]",Softmax,25,0.01,512,83.90243902439025
"[16, 8]",Softmax,25,0.001,16,87.8048780487805
"[16, 8]",Softmax,25,0.001,32,83.41463414634147
"[16, 8]",Softmax,25,0.001,64,80.97560975609755
"[16, 8]",Softmax,25,0.001,128,73.65853658536585
"[16, 8]",Softmax,25,0.001,256,51.21951219512195
"[16, 8]",Softmax,25,0.001,512,52.68292682926829
"[16, 8]",Softmax,25,0.0001,16,51.21951219512195
"[16, 8]",Softmax,25,0.0001,32,51.21951219512195
"[16, 8]",Softmax,25,0.0001,64,51.21951219512195
"[16, 8]",Softmax,25,0.0001,128,48.78048780487805
"[16, 8]",Softmax,25,0.0001,256,51.21951219512195
"[16, 8]",Softmax,25,0.0001,512,48.78048780487805
"[16, 8]",Softmax,50,10.0,16,48.78048780487805
"[16, 8]",Softmax,50,10.0,32,51.21951219512195
"[16, 8]",Softmax,50,10.0,64,80.0
"[16, 8]",Softmax,50,10.0,128,51.21951219512195
"[16, 8]",Softmax,50,10.0,256,51.21951219512195
"[16, 8]",Softmax,50,10.0,512,77.07317073170732
"[16, 8]",Softmax,50,1.0,16,81.95121951219512
"[16, 8]",Softmax,50,1.0,32,75.60975609756098
"[16, 8]",Softmax,50,1.0,64,54.146341463414636
"[16, 8]",Softmax,50,1.0,128,80.0
"[16, 8]",Softmax,50,1.0,256,79.02439024390245
"[16, 8]",Softmax,50,1.0,512,81.46341463414635
"[16, 8]",Softmax,50,0.1,16,90.73170731707317
"[16, 8]",Softmax,50,0.1,32,89.7560975609756
"[16, 8]",Softmax,50,0.1,64,98.04878048780488
"[16, 8]",Softmax,50,0.1,128,99.02439024390245
"[16, 8]",Softmax,50,0.1,256,98.04878048780488
"[16, 8]",Softmax,50,0.1,512,97.07317073170732
"[16, 8]",Softmax,50,0.01,16,96.58536585365853
"[16, 8]",Softmax,50,0.01,32,100.0
"[16, 8]",Softmax,50,0.01,64,98.53658536585365
"[16, 8]",Softmax,50,0.01,128,98.53658536585365
"[16, 8]",Softmax,50,0.01,256,93.65853658536585
"[16, 8]",Softmax,50,0.01,512,88.78048780487805
"[16, 8]",Softmax,50,0.001,16,93.17073170731707
"[16, 8]",Softmax,50,0.001,32,88.78048780487805
"[16, 8]",Softmax,50,0.001,64,83.90243902439025
"[16, 8]",Softmax,50,0.001,128,81.95121951219512
"[16, 8]",Softmax,50,0.001,256,81.95121951219512
"[16, 8]",Softmax,50,0.001,512,51.21951219512195
"[16, 8]",Softmax,50,0.0001,16,75.60975609756098
"[16, 8]",Softmax,50,0.0001,32,51.21951219512195
"[16, 8]",Softmax,50,0.0001,64,51.21951219512195
"[16, 8]",Softmax,50,0.0001,128,51.21951219512195
"[16, 8]",Softmax,50,0.0001,256,48.78048780487805
"[16, 8]",Softmax,50,0.0001,512,48.78048780487805
"[16, 8]",Softmax,100,10.0,16,48.78048780487805
"[16, 8]",Softmax,100,10.0,32,51.21951219512195
"[16, 8]",Softmax,100,10.0,64,51.21951219512195
"[16, 8]",Softmax,100,10.0,128,51.21951219512195
"[16, 8]",Softmax,100,10.0,256,49.26829268292683
"[16, 8]",Softmax,100,10.0,512,48.78048780487805
"[16, 8]",Softmax,100,1.0,16,73.65853658536585
"[16, 8]",Softmax,100,1.0,32,77.5609756097561
"[16, 8]",Softmax,100,1.0,64,80.48780487804878
"[16, 8]",Softmax,100,1.0,128,81.95121951219512
"[16, 8]",Softmax,100,1.0,256,81.95121951219512
"[16, 8]",Softmax,100,1.0,512,81.95121951219512
"[16, 8]",Softmax,100,0.1,16,89.26829268292683
"[16, 8]",Softmax,100,0.1,32,89.26829268292683
"[16, 8]",Softmax,100,0.1,64,95.1219512195122
"[16, 8]",Softmax,100,0.1,128,94.63414634146342
"[16, 8]",Softmax,100,0.1,256,96.58536585365853
"[16, 8]",Softmax,100,0.1,512,98.53658536585365
"[16, 8]",Softmax,100,0.01,16,97.07317073170732
"[16, 8]",Softmax,100,0.01,32,100.0
"[16, 8]",Softmax,100,0.01,64,97.5609756097561
"[16, 8]",Softmax,100,0.01,128,100.0
"[16, 8]",Softmax,100,0.01,256,99.51219512195122
"[16, 8]",Softmax,100,0.01,512,96.09756097560975
"[16, 8]",Softmax,100,0.001,16,95.1219512195122
"[16, 8]",Softmax,100,0.001,32,96.09756097560975
"[16, 8]",Softmax,100,0.001,64,89.7560975609756
"[16, 8]",Softmax,100,0.001,128,83.90243902439025
"[16, 8]",Softmax,100,0.001,256,84.8780487804878
"[16, 8]",Softmax,100,0.001,512,79.02439024390245
"[16, 8]",Softmax,100,0.0001,16,80.97560975609755
"[16, 8]",Softmax,100,0.0001,32,78.53658536585365
"[16, 8]",Softmax,100,0.0001,64,80.0
"[16, 8]",Softmax,100,0.0001,128,48.78048780487805
"[16, 8]",Softmax,100,0.0001,256,48.78048780487805
"[16, 8]",Softmax,100,0.0001,512,51.21951219512195
"[16, 8]",Softmax,250,10.0,16,48.78048780487805
"[16, 8]",Softmax,250,10.0,32,48.78048780487805
"[16, 8]",Softmax,250,10.0,64,78.53658536585365
"[16, 8]",Softmax,250,10.0,128,48.78048780487805
"[16, 8]",Softmax,250,10.0,256,48.78048780487805
"[16, 8]",Softmax,250,10.0,512,51.21951219512195
"[16, 8]",Softmax,250,1.0,16,78.53658536585365
"[16, 8]",Softmax,250,1.0,32,77.5609756097561
"[16, 8]",Softmax,250,1.0,64,80.0
"[16, 8]",Softmax,250,1.0,128,62.926829268292686
"[16, 8]",Softmax,250,1.0,256,85.85365853658537
"[16, 8]",Softmax,250,1.0,512,84.8780487804878
"[16, 8]",Softmax,250,0.1,16,83.90243902439025
"[16, 8]",Softmax,250,0.1,32,93.65853658536585
"[16, 8]",Softmax,250,0.1,64,92.1951219512195
"[16, 8]",Softmax,250,0.1,128,96.58536585365853
"[16, 8]",Softmax,250,0.1,256,88.29268292682927
"[16, 8]",Softmax,250,0.1,512,98.53658536585365
"[16, 8]",Softmax,250,0.01,16,100.0
"[16, 8]",Softmax,250,0.01,32,100.0
"[16, 8]",Softmax,250,0.01,64,100.0
"[16, 8]",Softmax,250,0.01,128,99.02439024390245
"[16, 8]",Softmax,250,0.01,256,100.0
"[16, 8]",Softmax,250,0.01,512,99.51219512195122
"[16, 8]",Softmax,250,0.001,16,97.07317073170732
"[16, 8]",Softmax,250,0.001,32,98.04878048780488
"[16, 8]",Softmax,250,0.001,64,97.5609756097561
"[16, 8]",Softmax,250,0.001,128,95.1219512195122
"[16, 8]",Softmax,250,0.001,256,89.7560975609756
"[16, 8]",Softmax,250,0.001,512,85.36585365853658
"[16, 8]",Softmax,250,0.0001,16,83.41463414634147
"[16, 8]",Softmax,250,0.0001,32,83.90243902439025
"[16, 8]",Softmax,250,0.0001,64,82.92682926829268
"[16, 8]",Softmax,250,0.0001,128,72.6829268292683
"[16, 8]",Softmax,250,0.0001,256,48.78048780487805
"[16, 8]",Softmax,250,0.0001,512,51.21951219512195
"[32, 16, 8]",Linear,1,10.0,16,80.97560975609755
"[32, 16, 8]",Linear,1,10.0,32,84.39024390243902
"[32, 16, 8]",Linear,1,10.0,64,75.60975609756098
"[32, 16, 8]",Linear,1,10.0,128,80.0
"[32, 16, 8]",Linear,1,10.0,256,82.4390243902439
"[32, 16, 8]",Linear,1,10.0,512,21.951219512195124
"[32, 16, 8]",Linear,1,1.0,16,80.48780487804878
"[32, 16, 8]",Linear,1,1.0,32,74.63414634146342
"[32, 16, 8]",Linear,1,1.0,64,74.14634146341463
"[32, 16, 8]",Linear,1,1.0,128,77.5609756097561
"[32, 16, 8]",Linear,1,1.0,256,71.21951219512195
"[32, 16, 8]",Linear,1,1.0,512,76.09756097560975
"[32, 16, 8]",Linear,1,0.1,16,81.46341463414635
"[32, 16, 8]",Linear,1,0.1,32,82.92682926829268
"[32, 16, 8]",Linear,1,0.1,64,75.60975609756098
"[32, 16, 8]",Linear,1,0.1,128,82.4390243902439
"[32, 16, 8]",Linear,1,0.1,256,22.4390243902439
"[32, 16, 8]",Linear,1,0.1,512,19.51219512195122
"[32, 16, 8]",Linear,1,0.01,16,80.48780487804878
"[32, 16, 8]",Linear,1,0.01,32,81.46341463414635
"[32, 16, 8]",Linear,1,0.01,64,84.39024390243902
"[32, 16, 8]",Linear,1,0.01,128,78.04878048780488
"[32, 16, 8]",Linear,1,0.01,256,77.5609756097561
"[32, 16, 8]",Linear,1,0.01,512,75.60975609756098
"[32, 16, 8]",Linear,1,0.001,16,84.39024390243902
"[32, 16, 8]",Linear,1,0.001,32,67.3170731707317
"[32, 16, 8]",Linear,1,0.001,64,76.58536585365853
"[32, 16, 8]",Linear,1,0.001,128,69.7560975609756
"[32, 16, 8]",Linear,1,0.001,256,53.170731707317074
"[32, 16, 8]",Linear,1,0.001,512,69.26829268292683
"[32, 16, 8]",Linear,1,0.0001,16,53.65853658536585
"[32, 16, 8]",Linear,1,0.0001,32,67.8048780487805
"[32, 16, 8]",Linear,1,0.0001,64,51.21951219512195
"[32, 16, 8]",Linear,1,0.0001,128,48.78048780487805
"[32, 16, 8]",Linear,1,0.0001,256,51.21951219512195
"[32, 16, 8]",Linear,1,0.0001,512,48.78048780487805
"[32, 16, 8]",Linear,10,10.0,16,84.39024390243902
"[32, 16, 8]",Linear,10,10.0,32,70.2439024390244
"[32, 16, 8]",Linear,10,10.0,64,74.14634146341463
"[32, 16, 8]",Linear,10,10.0,128,82.92682926829268
"[32, 16, 8]",Linear,10,10.0,256,87.3170731707317
"[32, 16, 8]",Linear,10,10.0,512,68.78048780487805
"[32, 16, 8]",Linear,10,1.0,16,83.41463414634147
"[32, 16, 8]",Linear,10,1.0,32,81.95121951219512
"[32, 16, 8]",Linear,10,1.0,64,56.58536585365854
"[32, 16, 8]",Linear,10,1.0,128,40.0
"[32, 16, 8]",Linear,10,1.0,256,72.6829268292683
"[32, 16, 8]",Linear,10,1.0,512,83.90243902439025
"[32, 16, 8]",Linear,10,0.1,16,80.48780487804878
